i,LSOA11CD_props,area_props,area_total,LSOA11CD_majority
43110,"['E01019250', 'E01019213']","[0.656, 0.344]",4000000.0,E01019250
43111,"['E01019250', 'E01019249', 'E01019213']","[0.882, 0.107, 0.011]",4000000.0,E01019250
43112,"['E01019249', 'E01019250', 'E01019251']","[0.745, 0.197, 0.057]",4000000.0,E01019249
43113,"['E01019249', 'E01019251']","[0.745, 0.255]",4000000.0,E01019249
43114,"['E01019239', 'E01019249', 'E01019251']","[0.608, 0.36, 0.032]",4000000.0,E01019239
43115,"['E01019239', 'E01019240']","[1.0, 0.0]",4000000.0,E01019239
43116,['E01019239'],[1.0],4000000.0,E01019239
43117,"['E01019239', 'E01019229']","[0.793, 0.207]",4000000.0,E01019239
43118,"['E01019229', 'E01019239']","[1.0, 0.0]",4000000.0,E01019229
43119,"['E01019229', 'E01019228']","[0.986, 0.014]",4000000.0,E01019229
43120,"['E01019228', 'E01019229']","[0.792, 0.208]",4000000.0,E01019228
43121,"['E01019229', 'E01019228']","[0.849, 0.151]",4000000.0,E01019229
43122,['E01019229'],[1.0],4000000.0,E01019229
43123,['E01019229'],[1.0],4000000.0,E01019229
43124,['E01019229'],[1.0],3989337.1,E01019229
43125,['E01019229'],[1.0],902301.8,E01019229
43206,['E01020507'],[1.0],288822.2,E01020507
43207,"['E01020507', 'E01020504']","[0.713, 0.287]",3723063.3,E01020507
43208,"['E01020531', 'E01020504', 'E01020498', 'E01020503', 'E01020500', 'E01020501', 'E01020502', 'E01020507']","[0.343, 0.272, 0.123, 0.069, 0.064, 0.063, 0.033, 0.033]",4000000.0,E01020531
43209,"['E01020498', 'E01020536', 'E01020501', 'E01020531', 'E01020500', 'E01020499']","[0.567, 0.218, 0.173, 0.038, 0.002, 0.001]",4000000.0,E01020498
43210,"['E01020536', 'E01020498']","[1.0, 0.0]",4000000.0,E01020536
43211,['E01020536'],[1.0],4000000.0,E01020536
43212,"['E01020494', 'E01020496', 'E01020536', 'E01020495', 'E01020506']","[0.441, 0.23, 0.219, 0.073, 0.036]",4000000.0,E01020494
43213,"['E01020495', 'E01020494', 'E01020496', 'E01020506']","[0.735, 0.177, 0.074, 0.013]",4000000.0,E01020495
43214,"['E01020494', 'E01020506']","[0.967, 0.033]",4000000.0,E01020494
43215,"['E01020494', 'E01029213']","[0.973, 0.027]",4000000.0,E01020494
43216,"['E01029213', 'E01029182', 'E01020494']","[0.883, 0.101, 0.016]",4000000.0,E01029213
43217,['E01029213'],[1.0],4000000.0,E01029213
43218,"['E01029212', 'E01029213']","[0.658, 0.342]",4000000.0,E01029212
43219,"['E01029212', 'E01029191', 'E01029215']","[0.89, 0.109, 0.002]",4000000.0,E01029212
43220,"['E01029191', 'E01029192', 'E01029215', 'E01029212']","[0.625, 0.198, 0.154, 0.023]",4000000.0,E01029191
43221,"['E01029192', 'E01029202', 'E01029214', 'E01029205', 'E01029215', 'E01029204', 'E01029203']","[0.455, 0.411, 0.095, 0.028, 0.008, 0.004, 0.0]",4000000.0,E01029192
43222,"['E01029203', 'E01029202']","[0.736, 0.264]",4000000.0,E01029203
43223,"['E01029203', 'E01029214', 'E01029223']","[0.953, 0.047, 0.0]",4000000.0,E01029203
43224,"['E01029223', 'E01029203', 'E01029224']","[0.921, 0.073, 0.005]",4000000.0,E01029223
43225,"['E01029224', 'E01029223', 'E01029225']","[0.536, 0.456, 0.008]",4000000.0,E01029224
43226,"['E01029224', 'E01029225', 'E01029226']","[0.638, 0.307, 0.054]",4000000.0,E01029224
43227,"['E01029224', 'E01029225']","[0.972, 0.028]",4000000.0,E01029224
43228,"['E01029224', 'E01029074']","[0.894, 0.106]",4000000.0,E01029224
43229,"['E01029074', 'E01029055', 'E01029224', 'E01029076']","[0.626, 0.21, 0.085, 0.08]",4000000.0,E01029074
43230,"['E01029055', 'E01029072', 'E01029070', 'E01029073', 'E01029075', 'E01029076', 'E01029074', 'E01029071']","[0.266, 0.232, 0.193, 0.083, 0.069, 0.066, 0.058, 0.032]",4000000.0,E01029055
43231,"['E01029055', 'E01029047', 'E01029072', 'E01029071', 'E01029051']","[0.527, 0.265, 0.133, 0.074, 0.002]",4000000.0,E01029055
43232,"['E01029054', 'E01029055', 'E01029047']","[0.517, 0.372, 0.111]",4000000.0,E01029054
43233,['E01029054'],[1.0],4000000.0,E01029054
43234,"['E01029054', 'E01029052', 'E01029147']","[0.884, 0.106, 0.01]",4000000.0,E01029054
43235,"['E01029147', 'E01029052', 'E01029054']","[0.515, 0.481, 0.004]",4000000.0,E01029147
43236,"['E01029052', 'E01029060', 'E01029147']","[0.502, 0.45, 0.048]",4000000.0,E01029052
43237,"['E01029060', 'E01029129', 'E01029052']","[0.91, 0.09, 0.0]",4000000.0,E01029060
43238,"['E01029128', 'E01029129', 'E01029060', 'E01029126']","[0.645, 0.239, 0.098, 0.018]",4000000.0,E01029128
43239,"['E01029128', 'E01029126']","[0.898, 0.102]",4000000.0,E01029128
43240,"['E01029128', 'E01029060']","[0.644, 0.356]",4000000.0,E01029128
43241,"['E01014747', 'E01029060', 'E01014749', 'E01014748', 'E01029128']","[0.426, 0.32, 0.141, 0.071, 0.042]",4000000.0,E01014747
43242,"['E01014854', 'E01014747', 'E01014748']","[0.446, 0.339, 0.215]",4000000.0,E01014854
43243,"['E01014854', 'E01014853']","[0.696, 0.304]",4000000.0,E01014854
43244,"['E01014854', 'E01014855', 'E01014764', 'E01014853']","[0.823, 0.11, 0.048, 0.02]",4000000.0,E01014854
43245,"['E01014739', 'E01014854', 'E01014855']","[0.643, 0.24, 0.116]",4000000.0,E01014739
43246,"['E01014739', 'E01014738', 'E01014737', 'E01014778', 'E01014785', 'E01014777']","[0.527, 0.207, 0.117, 0.101, 0.041, 0.008]",4000000.0,E01014739
43247,"['E01014852', 'E01014778', 'E01014776', 'E01014780', 'E01014779', 'E01014777', 'E01014784', 'E01014781', 'E01014775', 'E01014737', 'E01014782', 'E01014738', 'E01032680']","[0.144, 0.141, 0.126, 0.099, 0.092, 0.08, 0.076, 0.065, 0.059, 0.055, 0.052, 0.011, 0.0]",4000000.0,E01014852
43248,"['E01032680', 'E01014852', 'E01014782']","[0.525, 0.474, 0.002]",4000000.0,E01032680
43249,"['E01032674', 'E01032680', 'E01014792', 'E01014796', 'E01014852']","[0.411, 0.406, 0.125, 0.037, 0.021]",4000000.0,E01032674
43250,"['E01032674', 'E01014792', 'E01032676', 'E01032677', 'E01014790', 'E01032678', 'E01032681', 'E01032682', 'E01032675', 'E01014796', 'E01014795', 'E01014496']","[0.392, 0.1, 0.096, 0.083, 0.079, 0.067, 0.061, 0.06, 0.049, 0.011, 0.001, 0.0]",3812467.3,E01032674
43251,"['E01014790', 'E01014496']","[0.996, 0.004]",67465.1,E01014790
43270,['E01014050'],[1.0],807971.3,E01014050
43271,"['E01014050', 'E01014059']","[0.954, 0.046]",3338103.9,E01014050
43272,"['E01014059', 'E01014050']","[0.899, 0.101]",3757796.9,E01014059
43273,['E01014059'],[1.0],4000000.0,E01014059
43274,['E01014059'],[1.0],4000000.0,E01014059
43275,"['E01014059', 'E01014060']","[0.799, 0.201]",4000000.0,E01014059
43276,"['E01014099', 'E01014059', 'E01014060']","[0.578, 0.239, 0.183]",4000000.0,E01014099
43277,['E01014099'],[1.0],4000000.0,E01014099
43278,"['E01014099', 'E01014026']","[0.714, 0.286]",4000000.0,E01014099
43279,"['E01014026', 'E01014099']","[0.619, 0.381]",4000000.0,E01014026
43280,"['E01014026', 'E01014099', 'E01014080']","[0.624, 0.265, 0.111]",4000000.0,E01014026
43281,"['E01014080', 'E01014012', 'E01013997', 'E01014026']","[0.583, 0.211, 0.183, 0.023]",4000000.0,E01014080
43282,"['E01014012', 'E01014077', 'E01014083', 'E01014080']","[0.751, 0.125, 0.118, 0.006]",4000000.0,E01014012
43283,"['E01014006', 'E01014012', 'E01014083', 'E01014013', 'E01014087']","[0.345, 0.326, 0.298, 0.029, 0.003]",4000000.0,E01014006
43284,"['E01014006', 'E01014012', 'E01014013']","[0.909, 0.054, 0.037]",4000000.0,E01014006
43285,"['E01014006', 'E01014100']","[0.861, 0.139]",4000000.0,E01014006
43286,"['E01014100', 'E01014006']","[0.991, 0.009]",4000000.0,E01014100
43287,['E01014100'],[1.0],4000000.0,E01014100
43288,"['E01014017', 'E01014025', 'E01014100']","[0.439, 0.412, 0.149]",4000000.0,E01014017
43289,"['E01014046', 'E01014017', 'E01014025']","[0.627, 0.314, 0.059]",4000000.0,E01014046
43290,"['E01014046', 'E01014045']","[0.999, 0.001]",4000000.0,E01014046
43291,"['E01014044', 'E01014046', 'E01014043', 'E01013999']","[0.448, 0.429, 0.118, 0.006]",4000000.0,E01014044
43292,"['E01014097', 'E01013999', 'E01014042', 'E01014044', 'E01014043', 'E01014041']","[0.471, 0.437, 0.036, 0.035, 0.02, 0.001]",4000000.0,E01014097
43293,"['E01014097', 'E01013999']","[0.923, 0.077]",4000000.0,E01014097
43294,"['E01013998', 'E01014097', 'E01013999']","[0.571, 0.345, 0.084]",4000000.0,E01013998
43295,"['E01013998', 'E01013999']","[0.576, 0.424]",4000000.0,E01013998
43296,"['E01013998', 'E01014052', 'E01013999']","[0.974, 0.026, 0.0]",4000000.0,E01013998
43297,"['E01013998', 'E01014052', 'E01028996']","[0.512, 0.382, 0.106]",4000000.0,E01013998
43298,"['E01014052', 'E01013998']","[0.723, 0.277]",4000000.0,E01014052
43299,"['E01029004', 'E01014052', 'E01029012']","[0.909, 0.081, 0.011]",4000000.0,E01029004
43300,['E01029004'],[1.0],4000000.0,E01029004
43301,"['E01029004', 'E01029013']","[0.772, 0.228]",4000000.0,E01029004
43302,"['E01029004', 'E01029013']","[0.824, 0.176]",4000000.0,E01029004
43303,['E01029004'],[1.0],4000000.0,E01029004
43304,"['E01029004', 'E01029015']","[0.538, 0.462]",4000000.0,E01029004
43305,"['E01029015', 'E01028990']","[0.938, 0.062]",4000000.0,E01029015
43306,"['E01028990', 'E01029015']","[0.92, 0.08]",4000000.0,E01028990
43307,['E01028990'],[1.0],4000000.0,E01028990
43308,"['E01028990', 'E01028997', 'E01028998']","[0.979, 0.02, 0.001]",4000000.0,E01028990
43309,"['E01028997', 'E01028990', 'E01028960']","[0.453, 0.279, 0.269]",4000000.0,E01028997
43310,"['E01028960', 'E01028997', 'E01028961']","[0.664, 0.319, 0.017]",4000000.0,E01028960
43311,"['E01028960', 'E01028961']","[0.976, 0.024]",4000000.0,E01028960
43312,"['E01028960', 'E01028961', 'E01028950']","[0.592, 0.328, 0.081]",4000000.0,E01028960
43313,"['E01028950', 'E01028960', 'E01028961']","[0.979, 0.014, 0.006]",4000000.0,E01028950
43314,['E01028950'],[1.0],4000000.0,E01028950
43315,"['E01028950', 'E01028936', 'E01028954', 'E01028937']","[0.614, 0.247, 0.08, 0.059]",4000000.0,E01028950
43316,"['E01028936', 'E01028937', 'E01028935', 'E01028954']","[0.42, 0.269, 0.192, 0.119]",4000000.0,E01028936
43317,"['E01028964', 'E01028955', 'E01028963', 'E01028951', 'E01028935', 'E01028952', 'E01028936', 'E01028940', 'E01028954', 'E01028962', 'E01028941']","[0.232, 0.167, 0.165, 0.119, 0.096, 0.08, 0.075, 0.033, 0.018, 0.016, 0.0]",4000000.0,E01028964
43318,"['E01028972', 'E01028974', 'E01028951', 'E01028953', 'E01028973', 'E01028941', 'E01028952', 'E01028931', 'E01028942', 'E01028929', 'E01028946', 'E01028940', 'E01028964']","[0.209, 0.197, 0.154, 0.116, 0.098, 0.058, 0.041, 0.03, 0.029, 0.029, 0.018, 0.013, 0.008]",4000000.0,E01028972
43319,"['E01028971', 'E01028929', 'E01028970', 'E01028972', 'E01028931', 'E01028942']","[0.515, 0.339, 0.089, 0.027, 0.019, 0.012]",4000000.0,E01028971
43320,"['E01028971', 'E01028929', 'E01028970']","[0.771, 0.138, 0.091]",4000000.0,E01028971
43321,['E01028971'],[1.0],4000000.0,E01028971
43322,"['E01028971', 'E01028862']","[0.996, 0.004]",4000000.0,E01028971
43323,"['E01028862', 'E01028971']","[0.797, 0.203]",4000000.0,E01028862
43324,['E01028862'],[1.0],4000000.0,E01028862
43325,"['E01028862', 'E01028888']","[0.796, 0.204]",4000000.0,E01028862
43326,['E01028888'],[1.0],4000000.0,E01028888
43327,['E01028888'],[1.0],4000000.0,E01028888
43328,['E01028888'],[1.0],4000000.0,E01028888
43329,"['E01028888', 'E01028898']","[0.593, 0.407]",2774506.1,E01028888
43330,['E01028898'],[1.0],98313.4,E01028898
43334,['E01018357'],[1.0],2303414.8,E01018357
43335,"['E01018355', 'E01018357', 'E01018356']","[0.504, 0.487, 0.008]",4000000.0,E01018355
43336,"['E01018357', 'E01018356', 'E01018355']","[0.757, 0.213, 0.029]",4000000.0,E01018357
43337,"['E01018356', 'E01018373', 'E01018357']","[0.713, 0.222, 0.065]",4000000.0,E01018356
43338,"['E01018373', 'E01018356']","[0.998, 0.002]",4000000.0,E01018373
43339,"['E01018373', 'E01018371']","[0.896, 0.104]",4000000.0,E01018373
43340,"['E01018371', 'E01018372', 'E01018373']","[0.817, 0.139, 0.044]",4000000.0,E01018371
43341,"['E01018371', 'E01018372']","[0.779, 0.221]",4000000.0,E01018371
43342,"['E01018371', 'E01018372', 'E01018369']","[0.941, 0.058, 0.0]",4000000.0,E01018371
43343,"['E01018369', 'E01018371', 'E01018385']","[0.43, 0.336, 0.234]",4000000.0,E01018369
43344,"['E01018369', 'E01018385']","[0.63, 0.37]",4000000.0,E01018369
43345,"['E01018369', 'E01018370', 'E01018308', 'E01018368', 'E01018324']","[0.472, 0.446, 0.045, 0.032, 0.005]",4000000.0,E01018369
43346,"['E01018308', 'E01018370']","[0.98, 0.02]",4000000.0,E01018308
43347,"['E01018308', 'E01018684']","[0.99, 0.01]",4000000.0,E01018308
43348,"['E01018308', 'E01018684']","[0.785, 0.215]",4000000.0,E01018308
43349,"['E01018308', 'E01018695', 'E01018337', 'E01018684', 'E01018696', 'E01018697']","[0.629, 0.125, 0.097, 0.067, 0.049, 0.031]",4000000.0,E01018308
43350,"['E01018552', 'E01018696', 'E01018689', 'E01018337', 'E01018308', 'E01018697']","[0.323, 0.261, 0.229, 0.182, 0.004, 0.0]",4000000.0,E01018552
43351,"['E01018689', 'E01018552']","[0.679, 0.321]",1610153.3,E01018689
43352,['E01012401'],[1.0],694556.9,E01012401
43353,"['E01012401', 'E01012391']","[0.657, 0.343]",3570866.3,E01012401
43354,"['E01012391', 'E01006420', 'E01012389', 'E01012388']","[0.675, 0.261, 0.054, 0.01]",4000000.0,E01012391
43355,"['E01006420', 'E01012389', 'E01012422', 'E01012390', 'E01012420', 'E01006503', 'E01012377', 'E01012388']","[0.766, 0.068, 0.055, 0.051, 0.037, 0.013, 0.006, 0.003]",4000000.0,E01006420
43356,"['E01006420', 'E01006503', 'E01006424', 'E01006502']","[0.371, 0.335, 0.154, 0.141]",4000000.0,E01006420
43357,"['E01006891', 'E01006502', 'E01006501', 'E01006496', 'E01006505', 'E01006497', 'E01006504', 'E01006500', 'E01006503', 'E01006461', 'E01006893']","[0.345, 0.194, 0.162, 0.079, 0.065, 0.056, 0.046, 0.029, 0.016, 0.004, 0.003]",4000000.0,E01006891
43358,"['E01006828', 'E01006499', 'E01006463', 'E01006498', 'E01006459', 'E01006827', 'E01006466', 'E01006462', 'E01006460', 'E01006890', 'E01006440', 'E01006891', 'E01006496', 'E01006500', 'E01006461', 'E01006829', 'E01006893', 'E01006892', 'E01006464', 'E01006830']","[0.192, 0.112, 0.09, 0.076, 0.072, 0.072, 0.069, 0.069, 0.06, 0.039, 0.03, 0.026, 0.022, 0.018, 0.017, 0.011, 0.01, 0.01, 0.005, 0.0]",4000000.0,E01006828
43359,"['E01006828', 'E01006825', 'E01006439', 'E01006826', 'E01006829', 'E01006822', 'E01006440', 'E01006830']","[0.379, 0.323, 0.116, 0.072, 0.064, 0.028, 0.014, 0.006]",4000000.0,E01006828
43360,"['E01006825', 'E01006914', 'E01006823', 'E01006824', 'E01006822', 'E01006826', 'E01006439']","[0.704, 0.176, 0.091, 0.015, 0.013, 0.0, 0.0]",4000000.0,E01006825
43361,"['E01006883', 'E01006914', 'E01006885']","[0.593, 0.314, 0.093]",4000000.0,E01006883
43362,"['E01006883', 'E01006884', 'E01006882', 'E01006885', 'E01006887', 'E01006886']","[0.525, 0.169, 0.139, 0.091, 0.056, 0.02]",4000000.0,E01006883
43363,"['E01006886', 'E01006887', 'E01006883', 'E01025479', 'E01006882', 'E01025535']","[0.475, 0.227, 0.147, 0.141, 0.01, 0.001]",4000000.0,E01006886
43364,"['E01025523', 'E01025479', 'E01025521', 'E01006886', 'E01025535']","[0.388, 0.381, 0.111, 0.069, 0.052]",4000000.0,E01025523
43365,"['E01025522', 'E01025521', 'E01025481', 'E01025523', 'E01025525', 'E01025524', 'E01025469', 'E01025520', 'E01025479', 'E01025526', 'E01025468', 'E01025480']","[0.254, 0.21, 0.118, 0.099, 0.093, 0.06, 0.05, 0.045, 0.032, 0.023, 0.008, 0.008]",4000000.0,E01025522
43366,"['E01025506', 'E01025468', 'E01025522', 'E01025479', 'E01025469', 'E01025510']","[0.686, 0.18, 0.104, 0.017, 0.013, 0.0]",4000000.0,E01025506
43367,"['E01025506', 'E01025510', 'E01025511', 'E01025512']","[0.986, 0.011, 0.002, 0.0]",4000000.0,E01025506
43368,"['E01025506', 'E01025511', 'E01024964']","[0.598, 0.395, 0.007]",4000000.0,E01025506
43369,"['E01024964', 'E01025506', 'E01025511', 'E01025513']","[0.66, 0.18, 0.153, 0.008]",3986713.0,E01024964
43370,"['E01024974', 'E01024964', 'E01025513']","[0.62, 0.361, 0.018]",3982285.0,E01024974
43371,"['E01024974', 'E01024976', 'E01024975']","[0.914, 0.086, 0.0]",4000000.0,E01024974
43372,"['E01024974', 'E01024976', 'E01025436', 'E01024975']","[0.992, 0.004, 0.003, 0.002]",4000000.0,E01024974
43373,"['E01025436', 'E01024974', 'E01025437']","[0.847, 0.089, 0.065]",4000000.0,E01025436
43374,"['E01025438', 'E01025436', 'E01025437', 'E01025439', 'E01025441', 'E01025455']","[0.271, 0.267, 0.264, 0.113, 0.079, 0.005]",4000000.0,E01025438
43375,"['E01025440', 'E01025438', 'E01025441', 'E01025439']","[0.618, 0.224, 0.088, 0.07]",4000000.0,E01025440
43376,"['E01025440', 'E01025014', 'E01025270']","[0.528, 0.342, 0.131]",3611068.7,E01025440
43377,"['E01025014', 'E01025270', 'E01025272']","[0.463, 0.331, 0.206]",3982509.9,E01025014
43378,"['E01025014', 'E01025272', 'E01025280']","[0.794, 0.134, 0.072]",4000000.0,E01025014
43379,"['E01025280', 'E01025014']","[0.781, 0.219]",4000000.0,E01025280
43380,"['E01025280', 'E01025561']","[0.842, 0.158]",4000000.0,E01025280
43381,"['E01025561', 'E01025562', 'E01025280', 'E01025547']","[0.796, 0.107, 0.076, 0.022]",4000000.0,E01025561
43382,"['E01025562', 'E01025553', 'E01025547', 'E01025561']","[0.509, 0.259, 0.212, 0.02]",4000000.0,E01025562
43383,"['E01025553', 'E01025562', 'E01025559']","[0.746, 0.233, 0.021]",4000000.0,E01025553
43384,"['E01025553', 'E01025559', 'E01025560', 'E01025562', 'E01025549']","[0.572, 0.393, 0.015, 0.012, 0.007]",4000000.0,E01025553
43385,"['E01025559', 'E01025585', 'E01025548', 'E01025560']","[0.473, 0.256, 0.237, 0.034]",4000000.0,E01025559
43386,"['E01025585', 'E01025548', 'E01025107', 'E01025609']","[0.602, 0.303, 0.084, 0.012]",4000000.0,E01025585
43387,"['E01025609', 'E01025107', 'E01025548', 'E01025585']","[0.684, 0.261, 0.035, 0.02]",4000000.0,E01025609
43388,"['E01025609', 'E01025107', 'E01025105']","[0.507, 0.369, 0.124]",4000000.0,E01025609
43389,"['E01025105', 'E01025107', 'E01025106', 'E01025609']","[0.619, 0.253, 0.128, 0.0]",4000000.0,E01025105
43390,"['E01025107', 'E01025105', 'E01025106']","[0.494, 0.367, 0.138]",4000000.0,E01025107
43391,"['E01025107', 'E01025146', 'E01025105', 'E01025142', 'E01025143', 'E01025141']","[0.379, 0.353, 0.099, 0.097, 0.062, 0.011]",4000000.0,E01025107
43392,"['E01025146', 'E01025144', 'E01025102', 'E01033073', 'E01025141', 'E01025147', 'E01025103', 'E01033071', 'E01025145', 'E01025126', 'E01025128', 'E01025125', 'E01025129', 'E01025143', 'E01025127', 'E01025100', 'E01025142', 'E01025099', 'E01025094', 'E01025095']","[0.229, 0.122, 0.105, 0.088, 0.076, 0.063, 0.059, 0.047, 0.039, 0.038, 0.037, 0.036, 0.021, 0.013, 0.013, 0.008, 0.004, 0.002, 0.0, 0.0]",4000000.0,E01025146
43393,"['E01025151', 'E01025092', 'E01025099', 'E01025149', 'E01025093', 'E01025095', 'E01025150', 'E01025091', 'E01025156', 'E01033071', 'E01025101', 'E01025154', 'E01025094', 'E01025153', 'E01025157', 'E01025152', 'E01025100', 'E01025102', 'E01033073', 'E01025128', 'E01025155', 'E01025103']","[0.138, 0.105, 0.102, 0.083, 0.08, 0.061, 0.057, 0.053, 0.048, 0.045, 0.045, 0.04, 0.038, 0.035, 0.024, 0.019, 0.018, 0.006, 0.004, 0.001, 0.001, 0.001]",3733701.2,E01025151
43394,"['E01025159', 'E01025108', 'E01025152', 'E01025092', 'E01025149', 'E01025153', 'E01025154', 'E01025131', 'E01025158', 'E01025095']","[0.744, 0.1, 0.062, 0.028, 0.017, 0.016, 0.016, 0.011, 0.006, 0.0]",4000000.0,E01025159
43395,"['E01025159', 'E01025160', 'E01025089', 'E01025158', 'E01025090']","[0.371, 0.258, 0.231, 0.126, 0.013]",3996397.1,E01025159
43396,"['E01025090', 'E01025089', 'E01025160']","[0.748, 0.24, 0.013]",2834491.9,E01025090
43397,"['E01025169', 'E01025090', 'E01025088', 'E01025098']","[0.725, 0.128, 0.093, 0.053]",3347164.3,E01025169
43398,"['E01025169', 'E01025148']","[0.999, 0.001]",4000000.0,E01025169
43399,"['E01025148', 'E01025169']","[0.916, 0.084]",4000000.0,E01025148
43400,"['E01025148', 'E01019341']","[0.937, 0.063]",4000000.0,E01025148
43401,"['E01019341', 'E01019343', 'E01025148']","[0.43, 0.387, 0.183]",3999077.3,E01019341
43402,"['E01019343', 'E01019381', 'E01019341']","[0.71, 0.167, 0.123]",2714194.0,E01019343
43403,"['E01019381', 'E01019377', 'E01019382', 'E01019343']","[0.771, 0.227, 0.002, 0.001]",2985487.6,E01019381
43404,"['E01019377', 'E01019381']","[0.742, 0.258]",3738987.6,E01019377
43405,"['E01019377', 'E01019381', 'E01019383']","[0.769, 0.229, 0.002]",4000000.0,E01019377
43406,"['E01019383', 'E01019377', 'E01019381', 'E01019346']","[0.611, 0.346, 0.044, 0.0]",4000000.0,E01019383
43407,"['E01019346', 'E01019383']","[0.858, 0.142]",4000000.0,E01019346
43408,['E01019346'],[1.0],4000000.0,E01019346
43409,"['E01019346', 'E01019387']","[0.867, 0.133]",4000000.0,E01019346
43410,"['E01019387', 'E01019346']","[0.768, 0.232]",4000000.0,E01019387
43411,"['E01019387', 'E01019346']","[0.971, 0.029]",4000000.0,E01019387
43412,"['E01019387', 'E01019346', 'E01019394']","[0.915, 0.064, 0.021]",4000000.0,E01019387
43413,"['E01019387', 'E01019394']","[0.667, 0.333]",4000000.0,E01019387
43414,"['E01019394', 'E01019387']","[0.53, 0.47]",4000000.0,E01019394
43415,"['E01019394', 'E01019387']","[0.744, 0.256]",4000000.0,E01019394
43416,"['E01019394', 'E01019337', 'E01019387']","[0.895, 0.105, 0.0]",4000000.0,E01019394
43417,"['E01019337', 'E01019394']","[0.97, 0.03]",4000000.0,E01019337
43418,"['E01019337', 'E01019308']","[0.634, 0.366]",4000000.0,E01019337
43419,"['E01019308', 'E01019337']","[0.807, 0.193]",4000000.0,E01019308
43420,['E01019308'],[1.0],4000000.0,E01019308
43421,['E01019308'],[1.0],4000000.0,E01019308
43422,['E01019308'],[1.0],4000000.0,E01019308
43423,['E01019308'],[1.0],4000000.0,E01019308
43424,"['E01019308', 'E01019311']","[0.844, 0.156]",4000000.0,E01019308
43425,"['E01019311', 'E01019308']","[0.663, 0.337]",4000000.0,E01019311
43426,['E01019311'],[1.0],4000000.0,E01019311
43427,"['E01019311', 'E01019316']","[0.7, 0.3]",4000000.0,E01019311
43428,"['E01019316', 'E01019311', 'E01019338']","[0.9, 0.07, 0.03]",4000000.0,E01019316
43429,"['E01019316', 'E01019338']","[0.945, 0.055]",4000000.0,E01019316
43430,"['E01019316', 'E01019338']","[0.67, 0.33]",4000000.0,E01019316
43431,"['E01019316', 'E01019338']","[0.999, 0.001]",4000000.0,E01019316
43432,"['E01019316', 'E01019315']","[0.867, 0.133]",4000000.0,E01019316
43433,"['E01019315', 'E01019322', 'E01019316']","[0.743, 0.2, 0.057]",4000000.0,E01019315
43434,"['E01019315', 'E01019322']","[0.874, 0.126]",4000000.0,E01019315
43435,"['E01019315', 'E01019250']","[0.998, 0.002]",4000000.0,E01019315
43436,"['E01019250', 'E01019315']","[0.749, 0.251]",4000000.0,E01019250
43437,['E01019250'],[1.0],4000000.0,E01019250
43438,"['E01019250', 'E01019219']","[0.622, 0.378]",4000000.0,E01019250
43439,"['E01019219', 'E01019250', 'E01019249']","[0.905, 0.072, 0.023]",4000000.0,E01019219
43440,"['E01019219', 'E01019224', 'E01019249']","[0.59, 0.218, 0.192]",4000000.0,E01019219
43441,"['E01019239', 'E01019224', 'E01019249']","[0.711, 0.241, 0.048]",4000000.0,E01019239
43442,['E01019239'],[1.0],4000000.0,E01019239
43443,['E01019239'],[1.0],4000000.0,E01019239
43444,"['E01019239', 'E01019229']","[0.913, 0.087]",4000000.0,E01019239
43445,"['E01019229', 'E01019239']","[0.751, 0.249]",4000000.0,E01019229
43446,['E01019229'],[1.0],4000000.0,E01019229
43447,"['E01019229', 'E01019228']","[0.955, 0.045]",4000000.0,E01019229
43448,['E01019229'],[1.0],4000000.0,E01019229
43449,['E01019229'],[1.0],4000000.0,E01019229
43450,['E01019229'],[1.0],4000000.0,E01019229
43451,['E01019229'],[1.0],4000000.0,E01019229
43452,['E01019229'],[1.0],3779871.8,E01019229
43453,['E01019229'],[1.0],1969640.5,E01019229
43533,['E01020507'],[1.0],2293882.4,E01020507
43534,['E01020507'],[1.0],4000000.0,E01020507
43535,"['E01020531', 'E01020507', 'E01020498']","[0.572, 0.428, 0.0]",4000000.0,E01020531
43536,"['E01020531', 'E01020536', 'E01020498']","[0.98, 0.01, 0.01]",4000000.0,E01020531
43537,"['E01020531', 'E01020536']","[0.68, 0.32]",4000000.0,E01020531
43538,"['E01020536', 'E01020494', 'E01020531']","[0.493, 0.334, 0.173]",4000000.0,E01020536
43539,"['E01020494', 'E01020496', 'E01020536']","[0.902, 0.097, 0.002]",4000000.0,E01020494
43540,"['E01020494', 'E01020495', 'E01020496', 'E01020530']","[0.814, 0.118, 0.054, 0.014]",4000000.0,E01020494
43541,"['E01020494', 'E01020530']","[0.638, 0.362]",4000000.0,E01020494
43542,"['E01020530', 'E01020494', 'E01029180', 'E01029213']","[0.577, 0.41, 0.012, 0.001]",4000000.0,E01020530
43543,"['E01029180', 'E01029213', 'E01020530', 'E01020494']","[0.568, 0.293, 0.133, 0.006]",4000000.0,E01029180
43544,"['E01029180', 'E01029213', 'E01029212']","[0.675, 0.32, 0.005]",4000000.0,E01029180
43545,"['E01029212', 'E01029180', 'E01029181', 'E01029213']","[0.525, 0.351, 0.122, 0.001]",4000000.0,E01029212
43546,"['E01029212', 'E01029181', 'E01029191', 'E01029215']","[0.645, 0.222, 0.132, 0.0]",4000000.0,E01029212
