i,LSOA11CD_props,area_props,area_total,LSOA11CD_majority
0,['E01019077'],[1.0],5965.0,E01019077
1,['E01019077'],[1.0],57446.9,E01019077
327,['E01019077'],[1.0],722.8,E01019077
328,['E01019077'],[1.0],22858.0,E01019077
329,['E01019077'],[1.0],233834.3,E01019077
331,['E01019077'],[1.0],16435.7,E01019077
332,['E01019077'],[1.0],49888.2,E01019077
655,['E01019077'],[1.0],120209.8,E01019077
656,['E01019077'],[1.0],994511.3,E01019077
658,['E01019077'],[1.0],381958.0,E01019077
659,['E01019077'],[1.0],1121502.3,E01019077
660,['E01019077'],[1.0],725036.5,E01019077
982,['E01019077'],[1.0],52.8,E01019077
983,['E01019077'],[1.0],370354.9,E01019077
984,['E01019077'],[1.0],669991.3,E01019077
985,['E01019077'],[1.0],62237.2,E01019077
986,['E01019077'],[1.0],2102682.7,E01019077
987,['E01019077'],[1.0],652163.7,E01019077
988,['E01019077'],[1.0],39829.6,E01019077
1310,['E01019077'],[1.0],96012.7,E01019077
1311,['E01019077'],[1.0],2997321.8,E01019077
1312,['E01019077'],[1.0],2182608.7,E01019077
1313,['E01019077'],[1.0],8788.2,E01019077
1314,['E01019077'],[1.0],1231534.5,E01019077
1315,['E01019077'],[1.0],64008.6,E01019077
1638,['E01019077'],[1.0],413045.1,E01019077
1639,['E01019077'],[1.0],212461.3,E01019077
1640,['E01019077'],[1.0],564712.0,E01019077
1641,['E01019077'],[1.0],839520.3,E01019077
1967,['E01019077'],[1.0],149762.5,E01019077
8185,['E01019005'],[1.0],456159.6,E01019005
8186,['E01019005'],[1.0],2385.4,E01019005
8188,['E01018992'],[1.0],15552.1,E01018992
8510,['E01019005'],[1.0],3940.5,E01019005
8511,['E01019005'],[1.0],1246322.9,E01019005
8512,['E01019005'],[1.0],3686881.3,E01019005
8513,"['E01019005', 'E01018992']","[0.962, 0.038]",2467561.0,E01019005
8514,['E01018992'],[1.0],1561247.3,E01018992
8515,"['E01018992', 'E01018993']","[0.932, 0.068]",2634991.5,E01018992
8516,"['E01018992', 'E01018993']","[0.955, 0.045]",2295237.5,E01018992
8517,['E01018992'],[1.0],380582.3,E01018992
8837,['E01019005'],[1.0],27193.7,E01019005
8838,['E01019005'],[1.0],3653792.6,E01019005
8839,['E01019005'],[1.0],4000000.0,E01019005
8840,"['E01019005', 'E01018992']","[0.885, 0.115]",4000000.0,E01019005
8841,"['E01018992', 'E01019005']","[0.988, 0.012]",4000000.0,E01018992
8842,"['E01018992', 'E01018993']","[0.932, 0.068]",4633593.9,E01018992
8843,"['E01018992', 'E01018991', 'E01018993']","[0.762, 0.22, 0.018]",4153552.9,E01018992
8844,"['E01018991', 'E01018992']","[0.722, 0.278]",3499108.9,E01018991
8845,['E01018991'],[1.0],376578.6,E01018991
9165,['E01019005'],[1.0],2416422.0,E01019005
9166,['E01019005'],[1.0],4000000.0,E01019005
9167,['E01019005'],[1.0],4000000.0,E01019005
9168,"['E01019005', 'E01018992', 'E01019006']","[0.448, 0.278, 0.274]",4000000.0,E01019005
9169,"['E01018992', 'E01019006']","[0.68, 0.32]",4000000.0,E01018992
9170,"['E01019006', 'E01018992', 'E01018991', 'E01018989']","[0.581, 0.3, 0.092, 0.027]",4000000.0,E01019006
9171,"['E01018991', 'E01018989']","[0.963, 0.037]",4000000.0,E01018991
9172,['E01018991'],[1.0],1048805.0,E01018991
9492,"['E01019006', 'E01019005']","[0.871, 0.129]",1254126.9,E01019006
9493,"['E01019006', 'E01019005']","[0.727, 0.273]",4000000.0,E01019006
9494,"['E01019005', 'E01019006']","[0.772, 0.228]",4000000.0,E01019005
9495,"['E01019006', 'E01019005']","[0.857, 0.143]",4000000.0,E01019006
9496,"['E01019006', 'E01018989']","[0.998, 0.002]",4000000.0,E01019006
9497,"['E01019006', 'E01018989']","[0.658, 0.342]",4000000.0,E01019006
9498,"['E01018989', 'E01018991']","[0.638, 0.362]",4000000.0,E01018989
9499,"['E01018991', 'E01018989']","[0.592, 0.408]",2745041.8,E01018991
9500,['E01018989'],[1.0],77349.5,E01018989
9819,['E01019006'],[1.0],861086.7,E01019006
9820,['E01019006'],[1.0],4000000.0,E01019006
9821,"['E01019006', 'E01019005']","[0.929, 0.071]",4000000.0,E01019006
9822,"['E01019006', 'E01018989']","[0.82, 0.18]",4000000.0,E01019006
9823,"['E01018989', 'E01019006', 'E01019003']","[0.727, 0.271, 0.002]",4000000.0,E01018989
9824,['E01018989'],[1.0],4000000.0,E01018989
9825,"['E01018989', 'E01018991']","[0.99, 0.01]",4000000.0,E01018989
9826,"['E01018989', 'E01018991']","[0.987, 0.013]",4000000.0,E01018989
9827,['E01018989'],[1.0],1936281.0,E01018989
10146,['E01019006'],[1.0],8440.2,E01019006
10147,"['E01019006', 'E01019002']","[0.998, 0.002]",2772112.2,E01019006
10148,"['E01019002', 'E01019006']","[0.503, 0.497]",4000000.0,E01019002
10149,"['E01019003', 'E01019002', 'E01019006', 'E01019004', 'E01018989', 'E01019000']","[0.29, 0.261, 0.199, 0.128, 0.073, 0.048]",3763957.7,E01019003
10150,"['E01018976', 'E01018994', 'E01019003', 'E01018989', 'E01019000', 'E01018977', 'E01019001', 'E01018997']","[0.458, 0.149, 0.143, 0.115, 0.083, 0.05, 0.002, 0.0]",4000000.0,E01018976
10151,"['E01018989', 'E01018976']","[0.962, 0.038]",4000000.0,E01018989
10152,['E01018989'],[1.0],4000000.0,E01018989
10153,"['E01018989', 'E01018987']","[0.986, 0.014]",4000000.0,E01018989
10154,['E01018989'],[1.0],3808127.7,E01018989
10155,['E01018989'],[1.0],370196.0,E01018989
10474,"['E01019006', 'E01019002']","[0.668, 0.332]",26046.6,E01019006
10475,"['E01019002', 'E01019006']","[0.993, 0.007]",825143.0,E01019002
10476,"['E01019002', 'E01019000', 'E01019004']","[0.914, 0.086, 0.0]",201806.0,E01019002
10477,"['E01018996', 'E01018995', 'E01019001', 'E01018997', 'E01018976', 'E01018999', 'E01018994', 'E01018998', 'E01019000', 'E01018988']","[0.244, 0.162, 0.134, 0.113, 0.101, 0.08, 0.079, 0.053, 0.033, 0.001]",2354367.4,E01018996
10478,"['E01018989', 'E01018976', 'E01018996', 'E01018988', 'E01018997']","[0.733, 0.264, 0.002, 0.001, 0.0]",4000000.0,E01018989
10479,"['E01018989', 'E01018987']","[0.889, 0.111]",4000000.0,E01018989
10480,"['E01018987', 'E01018989']","[0.794, 0.206]",4000000.0,E01018987
10481,"['E01018989', 'E01018987']","[0.513, 0.487]",4000000.0,E01018989
10482,"['E01018987', 'E01018989', 'E01019009']","[0.548, 0.411, 0.041]",2559499.4,E01018987
10804,"['E01018988', 'E01018996']","[0.998, 0.002]",695650.8,E01018988
10805,"['E01018988', 'E01018987', 'E01018989', 'E01018976']","[0.828, 0.093, 0.078, 0.001]",4000000.0,E01018988
10806,"['E01018987', 'E01018989', 'E01018988']","[0.961, 0.027, 0.012]",4000000.0,E01018987
10807,['E01018987'],[1.0],4000000.0,E01018987
10808,"['E01019009', 'E01018987', 'E01019011']","[0.623, 0.363, 0.014]",4000000.0,E01019009
10809,"['E01019009', 'E01019010', 'E01018987']","[0.984, 0.015, 0.001]",3186519.9,E01019009
11131,"['E01018990', 'E01018988', 'E01019007']","[0.829, 0.17, 0.001]",1624144.6,E01018990
11132,"['E01018988', 'E01018987', 'E01018990', 'E01019007']","[0.613, 0.224, 0.143, 0.02]",4000000.0,E01018988
11133,"['E01018987', 'E01018988']","[0.995, 0.005]",4000000.0,E01018987
11134,"['E01018987', 'E01018985']","[0.82, 0.18]",4000000.0,E01018987
11135,"['E01019011', 'E01018985', 'E01019009', 'E01018986', 'E01018987']","[0.372, 0.357, 0.141, 0.099, 0.032]",3925692.7,E01019011
11136,"['E01019011', 'E01019012', 'E01019010', 'E01019009', 'E01019008']","[0.358, 0.203, 0.176, 0.156, 0.106]",2192365.8,E01019011
11457,['E01018990'],[1.0],612604.8,E01018990
11458,"['E01018990', 'E01019007', 'E01018975']","[0.576, 0.269, 0.156]",3693859.2,E01018990
11459,"['E01019007', 'E01018987']","[0.744, 0.256]",4000000.0,E01019007
11460,"['E01019007', 'E01018987']","[0.537, 0.463]",4000000.0,E01019007
11461,"['E01018985', 'E01018987', 'E01019007']","[0.62, 0.292, 0.089]",3923567.8,E01018985
11462,"['E01018985', 'E01018986', 'E01019011']","[0.621, 0.377, 0.002]",2159757.7,E01018985
11783,['E01019007'],[1.0],373.5,E01019007
11784,"['E01018862', 'E01019007', 'E01018990']","[0.405, 0.355, 0.24]",2989929.7,E01018862
11785,"['E01019007', 'E01018975', 'E01018990', 'E01018862']","[0.628, 0.307, 0.065, 0.0]",4000000.0,E01019007
11786,['E01019007'],[1.0],4000000.0,E01019007
11787,['E01019007'],[1.0],3994078.1,E01019007
11788,"['E01019007', 'E01018983', 'E01018984', 'E01018978', 'E01018985', 'E01018982']","[0.375, 0.295, 0.227, 0.058, 0.032, 0.013]",3551037.7,E01019007
11789,"['E01018982', 'E01018985', 'E01018978', 'E01018981', 'E01018983', 'E01018984']","[0.796, 0.093, 0.051, 0.032, 0.022, 0.006]",2393638.4,E01018982
11790,['E01018978'],[1.0],41836.1,E01018978
12110,['E01018862'],[1.0],5155.2,E01018862
12111,"['E01018862', 'E01019007']","[0.999, 0.001]",3264446.4,E01018862
12112,"['E01018862', 'E01018864', 'E01019007']","[0.44, 0.333, 0.226]",4000000.0,E01018862
12113,"['E01019007', 'E01018864']","[0.713, 0.287]",4000000.0,E01019007
12114,"['E01019007', 'E01018978', 'E01018979', 'E01018864']","[0.838, 0.089, 0.07, 0.003]",4000000.0,E01019007
12115,"['E01018978', 'E01018984', 'E01019007', 'E01018979']","[0.787, 0.119, 0.085, 0.009]",4000000.0,E01018978
12116,"['E01018978', 'E01018981', 'E01018980', 'E01018984', 'E01018982']","[0.655, 0.215, 0.056, 0.05, 0.024]",3994857.0,E01018978
12117,"['E01018980', 'E01018978']","[0.921, 0.079]",2810963.2,E01018980
12118,"['E01018980', 'E01018876']","[0.994, 0.006]",1011707.2,E01018980
12119,['E01018980'],[1.0],10440.1,E01018980
12437,"['E01018862', 'E01018861']","[0.704, 0.296]",1634086.0,E01018862
12438,"['E01018862', 'E01018861']","[0.78, 0.22]",4000000.0,E01018862
12439,"['E01018864', 'E01018862', 'E01018861']","[0.473, 0.397, 0.13]",4000000.0,E01018864
12440,"['E01018864', 'E01019007']","[0.992, 0.008]",4000000.0,E01018864
12441,"['E01018864', 'E01018979', 'E01019007']","[0.52, 0.45, 0.03]",4000000.0,E01018864
12442,"['E01018979', 'E01018978']","[0.947, 0.053]",4000000.0,E01018979
12443,"['E01018980', 'E01018979', 'E01018978']","[0.477, 0.323, 0.2]",4000000.0,E01018980
12444,"['E01018980', 'E01018876', 'E01018978']","[0.963, 0.027, 0.011]",4000000.0,E01018980
12445,"['E01018876', 'E01018980']","[0.664, 0.336]",3196447.4,E01018876
12446,['E01018980'],[1.0],36036.0,E01018980
12763,['E01018906'],[1.0],114.1,E01018906
12764,"['E01018861', 'E01018906', 'E01018905']","[0.799, 0.198, 0.003]",2479578.5,E01018861
12765,['E01018861'],[1.0],4000000.0,E01018861
12766,"['E01018861', 'E01018864']","[0.6, 0.4]",4000000.0,E01018861
12767,"['E01018864', 'E01018863', 'E01018861']","[0.992, 0.008, 0.0]",4000000.0,E01018864
12768,"['E01018864', 'E01018979']","[0.76, 0.24]",4000000.0,E01018864
12769,"['E01018979', 'E01018864', 'E01018980', 'E01018863']","[0.907, 0.058, 0.036, 0.0]",4000000.0,E01018979
12770,"['E01018980', 'E01018979']","[0.916, 0.084]",4000000.0,E01018980
12771,"['E01018876', 'E01018980']","[0.826, 0.174]",4000000.0,E01018876
12772,"['E01018876', 'E01018891']","[0.999, 0.001]",3138974.7,E01018876
13089,['E01018903'],[1.0],55.3,E01018903
13090,"['E01018905', 'E01018907', 'E01018903', 'E01018906', 'E01018886']","[0.675, 0.193, 0.096, 0.02, 0.015]",1747432.3,E01018905
13091,"['E01018905', 'E01018906', 'E01018907', 'E01018887', 'E01018861']","[0.792, 0.097, 0.06, 0.051, 0.0]",3974310.1,E01018905
13092,"['E01018905', 'E01018861', 'E01018887', 'E01018882']","[0.851, 0.111, 0.038, 0.0]",4000000.0,E01018905
13093,"['E01018905', 'E01018861', 'E01018864']","[0.763, 0.181, 0.055]",4000000.0,E01018905
13094,"['E01018863', 'E01018864', 'E01018905']","[0.493, 0.29, 0.217]",4000000.0,E01018863
13095,"['E01018863', 'E01018864']","[0.675, 0.325]",4000000.0,E01018863
13096,"['E01018863', 'E01018864', 'E01018979', 'E01018872', 'E01018980']","[0.853, 0.092, 0.029, 0.014, 0.012]",4000000.0,E01018863
13097,"['E01018877', 'E01018980', 'E01018872', 'E01018863', 'E01018876', 'E01018871']","[0.342, 0.24, 0.199, 0.096, 0.093, 0.031]",4000000.0,E01018877
13098,"['E01018876', 'E01018874', 'E01018877', 'E01018875', 'E01018878', 'E01018866', 'E01018980', 'E01018871', 'E01018868']","[0.639, 0.143, 0.092, 0.067, 0.031, 0.016, 0.009, 0.001, 0.001]",4000000.0,E01018876
13099,"['E01018891', 'E01018876']","[0.746, 0.254]",3974450.9,E01018891
13100,"['E01018891', 'E01018892']","[0.835, 0.165]",1459835.4,E01018891
13413,['E01018904'],[1.0],917719.3,E01018904
13414,['E01018904'],[1.0],240936.5,E01018904
13415,"['E01018903', 'E01018904']","[0.908, 0.092]",1594045.5,E01018903
13416,['E01018903'],[1.0],2826252.8,E01018903
13417,"['E01018903', 'E01018886', 'E01018905']","[0.51, 0.471, 0.019]",4000000.0,E01018903
13418,"['E01018887', 'E01018886', 'E01018905', 'E01018888', 'E01018885', 'E01018882']","[0.543, 0.315, 0.077, 0.048, 0.016, 0.001]",4000000.0,E01018887
13419,"['E01018883', 'E01018882', 'E01018905', 'E01018885', 'E01018884', 'E01018887', 'E01018888', 'E01018922']","[0.258, 0.251, 0.234, 0.075, 0.069, 0.068, 0.043, 0.001]",4000000.0,E01018883
13420,"['E01018905', 'E01018883', 'E01018922']","[0.95, 0.03, 0.02]",4000000.0,E01018905
13421,"['E01018905', 'E01018863', 'E01018922']","[0.558, 0.429, 0.013]",4000000.0,E01018905
13422,['E01018863'],[1.0],4000000.0,E01018863
13423,"['E01018863', 'E01018872']","[0.504, 0.496]",4000000.0,E01018863
13424,"['E01018872', 'E01018873', 'E01018869', 'E01018871', 'E01018870']","[0.519, 0.256, 0.148, 0.076, 0.001]",4000000.0,E01018872
13425,"['E01018865', 'E01018867', 'E01018897', 'E01018869', 'E01018866', 'E01018868', 'E01018870', 'E01018871', 'E01018878', 'E01018877', 'E01018876', 'E01018874']","[0.179, 0.178, 0.171, 0.154, 0.087, 0.081, 0.055, 0.05, 0.029, 0.007, 0.005, 0.003]",4000000.0,E01018865
13426,"['E01018891', 'E01018890', 'E01018865', 'E01018897', 'E01018876']","[0.535, 0.306, 0.083, 0.063, 0.012]",4000000.0,E01018891
13427,"['E01018892', 'E01018890', 'E01018891', 'E01018893']","[0.523, 0.298, 0.162, 0.017]",3881190.0,E01018892
13428,['E01018892'],[1.0],693203.0,E01018892
13738,"['E01018904', 'E01018881']","[0.704, 0.296]",220741.1,E01018904
13739,"['E01018904', 'E01018881']","[0.994, 0.006]",3012398.8,E01018904
13740,['E01018904'],[1.0],3941227.9,E01018904
13741,['E01018904'],[1.0],3925335.0,E01018904
13742,"['E01018903', 'E01018904']","[0.536, 0.464]",4000000.0,E01018903
13743,['E01018903'],[1.0],4000000.0,E01018903
13744,"['E01018903', 'E01018886', 'E01018880']","[0.97, 0.025, 0.004]",4000000.0,E01018903
13745,"['E01018886', 'E01018883', 'E01018903', 'E01018880', 'E01018888']","[0.473, 0.201, 0.168, 0.154, 0.004]",4000000.0,E01018886
13746,"['E01018883', 'E01018922', 'E01018880', 'E01018888', 'E01018884', 'E01018886']","[0.576, 0.18, 0.135, 0.065, 0.039, 0.005]",4000000.0,E01018883
13747,"['E01018922', 'E01018905']","[0.757, 0.243]",4000000.0,E01018922
13748,"['E01018922', 'E01018905', 'E01018863']","[0.923, 0.05, 0.028]",4000000.0,E01018922
13749,"['E01018922', 'E01018863']","[0.693, 0.307]",4000000.0,E01018922
13750,"['E01018922', 'E01018863', 'E01018872', 'E01018894']","[0.432, 0.308, 0.22, 0.04]",4000000.0,E01018922
13751,"['E01018894', 'E01018872', 'E01018897', 'E01018869', 'E01018922']","[0.595, 0.247, 0.075, 0.043, 0.039]",4000000.0,E01018894
13752,"['E01018897', 'E01018894', 'E01018895', 'E01018869']","[0.588, 0.232, 0.177, 0.004]",4000000.0,E01018897
13753,"['E01018896', 'E01018890', 'E01018908', 'E01018895', 'E01018889', 'E01018898', 'E01018893', 'E01018897']","[0.238, 0.204, 0.193, 0.156, 0.082, 0.057, 0.039, 0.029]",4000000.0,E01018896
13754,"['E01018892', 'E01018908', 'E01018893', 'E01018889', 'E01018890']","[0.365, 0.278, 0.234, 0.093, 0.03]",4000000.0,E01018892
13755,"['E01018892', 'E01018825']","[0.988, 0.012]",3118457.1,E01018892
13756,['E01018825'],[1.0],15093.9,E01018825
14064,['E01018881'],[1.0],37139.5,E01018881
14065,['E01018881'],[1.0],2907889.3,E01018881
14066,"['E01018881', 'E01018904']","[0.84, 0.16]",4000000.0,E01018881
14067,"['E01018881', 'E01018904']","[0.719, 0.281]",4000000.0,E01018881
14068,"['E01018904', 'E01018881']","[0.65, 0.35]",4000000.0,E01018904
14069,"['E01018903', 'E01018904', 'E01018881']","[0.654, 0.346, 0.0]",4000000.0,E01018903
14070,"['E01018903', 'E01018902']","[0.934, 0.066]",4000000.0,E01018903
14071,"['E01018903', 'E01018902', 'E01018880']","[0.86, 0.129, 0.011]",4000000.0,E01018903
14072,"['E01018880', 'E01018902', 'E01018903']","[0.978, 0.02, 0.001]",3977641.0,E01018880
14073,"['E01018880', 'E01018922']","[0.905, 0.095]",4000000.0,E01018880
14074,"['E01018922', 'E01018880']","[0.948, 0.052]",4000000.0,E01018922
14075,"['E01018922', 'E01018880']","[0.996, 0.004]",4000000.0,E01018922
14076,['E01018922'],[1.0],4000000.0,E01018922
14077,"['E01018922', 'E01018921']","[0.98, 0.02]",4000000.0,E01018922
14078,"['E01018922', 'E01018894', 'E01018921', 'E01018916', 'E01018914']","[0.308, 0.271, 0.241, 0.175, 0.005]",4000000.0,E01018922
14079,"['E01018914', 'E01018894', 'E01018915', 'E01018916', 'E01018895', 'E01018917', 'E01018913']","[0.578, 0.232, 0.07, 0.062, 0.044, 0.01, 0.004]",4000000.0,E01018914
14080,"['E01018908', 'E01018910', 'E01018911', 'E01018909', 'E01018914', 'E01018913', 'E01018912', 'E01018915', 'E01018895']","[0.253, 0.194, 0.16, 0.127, 0.089, 0.085, 0.045, 0.036, 0.011]",4000000.0,E01018908
14081,"['E01018908', 'E01018892', 'E01018910', 'E01018825']","[0.976, 0.02, 0.003, 0.001]",4000000.0,E01018908
14082,"['E01018825', 'E01018892', 'E01018908']","[0.627, 0.322, 0.05]",4000000.0,E01018825
14083,"['E01018825', 'E01018852']","[0.663, 0.337]",2980618.9,E01018825
14084,['E01018852'],[1.0],1753093.1,E01018852
14085,['E01018852'],[1.0],96402.1,E01018852
14391,['E01018881'],[1.0],321.5,E01018881
14392,['E01018881'],[1.0],1608456.9,E01018881
14393,['E01018881'],[1.0],3336730.0,E01018881
14394,['E01018881'],[1.0],4000000.0,E01018881
14395,['E01018881'],[1.0],4000000.0,E01018881
14396,"['E01018903', 'E01018881', 'E01018904', 'E01018902']","[0.471, 0.426, 0.093, 0.009]",4000000.0,E01018903
14397,"['E01018903', 'E01018902']","[0.575, 0.425]",4000000.0,E01018903
14398,"['E01018902', 'E01018903']","[0.977, 0.023]",3907789.8,E01018902
14399,"['E01018880', 'E01018902']","[0.834, 0.166]",3538427.3,E01018880
14400,['E01018880'],[1.0],4000000.0,E01018880
14401,"['E01018880', 'E01018922']","[0.986, 0.014]",4000000.0,E01018880
14402,"['E01018922', 'E01018880']","[0.549, 0.451]",4000000.0,E01018922
14403,"['E01018922', 'E01018921']","[0.767, 0.233]",4000000.0,E01018922
14404,"['E01018921', 'E01018922']","[0.725, 0.275]",4000000.0,E01018921
14405,"['E01018921', 'E01018916', 'E01018829', 'E01018917']","[0.444, 0.423, 0.133, 0.001]",4000000.0,E01018921
14406,"['E01018917', 'E01018916', 'E01018919', 'E01018918', 'E01018915', 'E01018914']","[0.387, 0.308, 0.153, 0.116, 0.035, 0.001]",4000000.0,E01018917
14407,"['E01018918', 'E01018912', 'E01018919', 'E01018908', 'E01018909', 'E01018915', 'E01018910']","[0.497, 0.387, 0.059, 0.041, 0.009, 0.004, 0.003]",4000000.0,E01018918
14408,"['E01018908', 'E01018825', 'E01018918', 'E01018912', 'E01018820', 'E01018826']","[0.444, 0.321, 0.126, 0.054, 0.049, 0.005]",4000000.0,E01018908
14409,"['E01018825', 'E01018826']","[0.67, 0.33]",4000000.0,E01018825
14410,"['E01018852', 'E01018826', 'E01018825']","[0.551, 0.375, 0.074]",4000000.0,E01018852
14411,"['E01018852', 'E01018851']","[0.761, 0.239]",4000000.0,E01018852
14412,"['E01018852', 'E01018851']","[0.574, 0.426]",501178.5,E01018852
14720,['E01018881'],[1.0],90183.7,E01018881
14721,"['E01018881', 'E01018920']","[0.699, 0.301]",2261090.0,E01018881
14722,"['E01018920', 'E01018881']","[0.559, 0.441]",4000000.0,E01018920
14723,"['E01018920', 'E01018881', 'E01018902']","[0.83, 0.139, 0.031]",4000000.0,E01018920
14724,"['E01018902', 'E01018920', 'E01018903']","[0.822, 0.178, 0.0]",4000000.0,E01018902
14725,['E01018902'],[1.0],3999527.8,E01018902
14726,"['E01018880', 'E01018902']","[0.704, 0.296]",3098374.4,E01018880
14727,"['E01018880', 'E01018879']","[0.829, 0.171]",3871731.3,E01018880
14728,"['E01018880', 'E01018899', 'E01018879']","[0.911, 0.061, 0.028]",4000000.0,E01018880
14729,"['E01018880', 'E01018899', 'E01018922', 'E01018921']","[0.507, 0.42, 0.046, 0.026]",4000000.0,E01018880
14730,"['E01018921', 'E01018899', 'E01018922', 'E01018880']","[0.769, 0.122, 0.083, 0.026]",4000000.0,E01018921
14731,['E01018921'],[1.0],4000000.0,E01018921
14732,"['E01018829', 'E01018921', 'E01018916']","[0.588, 0.392, 0.02]",4000000.0,E01018829
14733,"['E01018829', 'E01018919', 'E01018916']","[0.762, 0.145, 0.093]",4000000.0,E01018829
14734,"['E01018829', 'E01018918', 'E01018820', 'E01018919']","[0.552, 0.267, 0.111, 0.07]",4000000.0,E01018829
14735,"['E01018820', 'E01018918', 'E01018826', 'E01018825', 'E01018829']","[0.941, 0.028, 0.026, 0.004, 0.001]",4000000.0,E01018820
14736,"['E01018826', 'E01018820', 'E01018843', 'E01018825']","[0.7, 0.297, 0.003, 0.001]",4000000.0,E01018826
14737,"['E01018852', 'E01018826']","[0.596, 0.404]",4000000.0,E01018852
14738,"['E01018852', 'E01018843']","[0.999, 0.001]",4000000.0,E01018852
14739,"['E01018852', 'E01018843']","[0.846, 0.154]",3109552.6,E01018852
14740,['E01018843'],[1.0],295870.3,E01018843
15048,['E01018920'],[1.0],1752058.7,E01018920
15049,['E01018920'],[1.0],4000000.0,E01018920
15050,['E01018920'],[1.0],4000000.0,E01018920
15051,"['E01018920', 'E01018902']","[0.609, 0.391]",4000000.0,E01018920
15052,['E01018902'],[1.0],3992997.5,E01018902
15053,"['E01018902', 'E01018879', 'E01018880']","[0.571, 0.241, 0.188]",2823291.0,E01018902
15054,"['E01018879', 'E01018880']","[0.911, 0.089]",3848924.5,E01018879
15055,"['E01018879', 'E01018900', 'E01018899', 'E01018880']","[0.606, 0.206, 0.175, 0.013]",4000000.0,E01018879
15056,"['E01018899', 'E01018900']","[0.752, 0.248]",4000000.0,E01018899
15057,"['E01018899', 'E01018901', 'E01018921']","[0.873, 0.095, 0.032]",4000000.0,E01018899
15058,"['E01018901', 'E01018921', 'E01018899']","[0.722, 0.253, 0.025]",4000000.0,E01018901
15059,"['E01018830', 'E01018921', 'E01018829', 'E01018901']","[0.506, 0.231, 0.159, 0.105]",4000000.0,E01018830
15060,"['E01018829', 'E01018830']","[0.791, 0.209]",4000000.0,E01018829
15061,"['E01018817', 'E01018829', 'E01018820']","[0.57, 0.371, 0.059]",4000000.0,E01018817
15062,"['E01018820', 'E01018817', 'E01018819']","[0.728, 0.227, 0.045]",4000000.0,E01018820
15063,"['E01018820', 'E01018843', 'E01018819', 'E01018826']","[0.947, 0.038, 0.007, 0.007]",4000000.0,E01018820
15064,"['E01018843', 'E01018820', 'E01018852', 'E01018826', 'E01018821']","[0.698, 0.139, 0.072, 0.047, 0.043]",4000000.0,E01018843
15065,"['E01018843', 'E01018852']","[0.949, 0.051]",4000000.0,E01018843
15066,"['E01018843', 'E01018852', 'E01018842']","[0.893, 0.089, 0.018]",4000000.0,E01018843
15067,"['E01018844', 'E01018842', 'E01018843', 'E01018833']","[0.402, 0.339, 0.176, 0.084]",2746001.6,E01018844
15068,['E01018833'],[1.0],1096992.2,E01018833
15069,"['E01018833', 'E01018832']","[0.929, 0.071]",1233121.1,E01018833
15070,['E01018832'],[1.0],221418.8,E01018832
15375,['E01018920'],[1.0],1945713.4,E01018920
15376,['E01018920'],[1.0],3606705.6,E01018920
15377,['E01018920'],[1.0],4000000.0,E01018920
15378,"['E01018920', 'E01018902']","[0.823, 0.177]",4000000.0,E01018920
15379,"['E01018902', 'E01018920']","[0.97, 0.03]",3723671.5,E01018902
15380,"['E01018902', 'E01018879']","[0.573, 0.427]",2242746.4,E01018902
15381,"['E01018879', 'E01018900']","[0.995, 0.005]",4000000.0,E01018879
15382,"['E01018900', 'E01018879']","[0.601, 0.399]",4000000.0,E01018900
15383,"['E01018900', 'E01018899', 'E01018859', 'E01018814']","[0.98, 0.014, 0.006, 0.0]",4000000.0,E01018900
15384,"['E01018899', 'E01018834', 'E01018837', 'E01018835', 'E01018900', 'E01018836', 'E01018901']","[0.25, 0.222, 0.178, 0.125, 0.113, 0.082, 0.03]",3997836.6,E01018899
15385,"['E01018901', 'E01018827', 'E01018837', 'E01018899']","[0.859, 0.117, 0.018, 0.006]",4000000.0,E01018901
15386,"['E01018827', 'E01018830', 'E01018901']","[0.497, 0.452, 0.05]",3981443.3,E01018827
15387,"['E01018830', 'E01018817', 'E01018829']","[0.659, 0.183, 0.158]",4000000.0,E01018830
15388,"['E01018817', 'E01018829']","[0.998, 0.002]",4000000.0,E01018817
15389,"['E01018819', 'E01018817', 'E01018822', 'E01018820']","[0.488, 0.325, 0.131, 0.056]",4000000.0,E01018819
15390,"['E01018821', 'E01018819', 'E01018820']","[0.56, 0.359, 0.081]",4000000.0,E01018821
15391,"['E01018821', 'E01018843', 'E01018820']","[0.662, 0.321, 0.017]",4000000.0,E01018821
15392,['E01018843'],[1.0],4000000.0,E01018843
15393,"['E01018833', 'E01018843']","[0.534, 0.466]",4000000.0,E01018833
15394,"['E01018833', 'E01018842', 'E01018843']","[0.907, 0.084, 0.009]",4000000.0,E01018833
15395,"['E01018833', 'E01018832']","[0.91, 0.09]",4000000.0,E01018833
15396,"['E01018832', 'E01018833']","[0.852, 0.148]",4000000.0,E01018832
15397,"['E01019031', 'E01018832']","[0.54, 0.46]",2796159.5,E01019031
15398,['E01019031'],[1.0],52378.5,E01019031
15703,['E01018920'],[1.0],400475.7,E01018920
15704,['E01018920'],[1.0],3675272.9,E01018920
15705,['E01018920'],[1.0],3628213.3,E01018920
15706,"['E01018920', 'E01018902']","[0.803, 0.197]",1940015.6,E01018920
15707,"['E01018879', 'E01018902']","[0.848, 0.152]",253850.0,E01018879
